,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,FlowTerminationReason,FlowType,HostType,Predicted Probability,Predicted Type
149390,193.23.181.44-147.32.84.180-179-2504-6,193.23.181.44,179,147.32.84.180,2504,TCP,11/08/2011 11:40:21 AM,141822772,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0564084306573841,20260396.0,49688917.21734036,132827890.0,98.0,70581.0,23527.0,38664.36694166865,68156.0,153.0,141822674.0,47274224.66666667,74166987.49652675,132898373.0,3005802.0,0,0,0,0,80,104,0.028204215328692,0.028204215328692,0.0,0.0,0.0,0.0,0.0,1,3,3,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5840,64240,0,20,1538191.5,2075514.6733811595,3005802.0,70581.0,UNKNOWN,Neris,INFECTED,0.9219663,MALICIOUS
149879,147.32.84.180-46.4.36.120-2805-443-6,147.32.84.180,2805,46.4.36.120,443,TCP,11/08/2011 01:35:52 PM,15177842,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.185939345000429,892814.2352941176,1978779.3648185784,6995371.0,27334.0,15150406.0,1893800.75,2627618.6285229963,7023139.0,501268.0,15150451.0,1893806.375,2627485.307005646,7022774.0,501295.0,0,0,0,0,252,180,0.5929696725002145,0.5929696725002145,0.0,0.0,0.0,0.0,0.0,0,9,9,0,9,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,1030677.5,103.94469683442249,1030751.0,1030604.0,UNKNOWN,Neris,INFECTED,0.9999982,MALICIOUS
152123,147.32.84.180-46.4.36.120-4269-443-6,147.32.84.180,4269,46.4.36.120,443,TCP,11/08/2011 01:55:10 PM,62346032,21,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6736595522229867,1520634.9268292685,4129920.650134729,17935360.0,27359.0,62318578.0,3115928.9,5554860.254076726,17962953.0,401176.0,62318528.0,3115926.4000000004,5554879.919779843,17963018.0,401135.0,0,0,0,0,588,420,0.3368297761114933,0.3368297761114933,0.0,0.0,0.0,0.0,0.0,0,21,21,0,21,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,4711629.333333333,3225406.456391866,7051297.0,1032271.0,UNKNOWN,Neris,INFECTED,1.0,MALICIOUS
152674,147.32.84.160-173.192.170.88-9831-80-6,147.32.84.160,9831,173.192.170.88,80,TCP,16/08/2011 03:03:06 AM,39867512,18,5,1122.0,261.0,187.0,0.0,62.333333333333336,90.70832376358854,261.0,0.0,52.2,116.72274842548904,34.68989988640375,0.5769108440978208,1812159.636363636,4265550.026990698,18399286.0,8.0,39867512.0,2345147.7647058824,4798279.10463045,18603829.0,8.0,36662598.0,9165649.5,6601803.021348309,18399286.0,3211056.0,0,0,0,0,392,124,0.4514954432069902,0.1254154008908306,0.0,261.0,57.62500000000001,92.8391842404638,8619.114130434782,0,7,2,7,19,0,0,0,0.0,60.130434782608695,62.333333333333336,52.2,0,0,0,0,0,0,0,48,0,11,64240,6432,6,20,6306525.0,8634924.968127517,12412339.0,200711.0,UNKNOWN,Virut,INFECTED,0.9999876,MALICIOUS
154861,147.32.84.180-46.4.36.120-1809-443-6,147.32.84.180,1809,46.4.36.120,443,TCP,11/08/2011 01:27:16 PM,22105244,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8142864200006117,1300308.4705882352,3096037.2331100954,9606600.0,27347.0,22077030.0,2759628.75,4181341.478471942,9633947.0,501158.0,22077836.0,2759729.5,4181324.195682819,9634176.0,501360.0,0,0,0,0,252,180,0.4071432100003058,0.4071432100003058,0.0,0.0,0.0,0.0,0.0,0,9,9,0,9,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,1030952.5,777.1103525240158,1031502.0,1030403.0,UNKNOWN,Neris,INFECTED,0.9999981,MALICIOUS
158960,147.32.84.180-46.4.36.120-1465-443-6,147.32.84.180,1465,46.4.36.120,443,TCP,11/08/2011 02:46:38 PM,25316178,12,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8690095321655583,1205532.2857142857,2077808.4095228836,6019591.0,33246.0,25282748.0,2298431.6363636367,2441768.5659211143,6019591.0,501246.0,25282782.0,2809198.0,2708374.096673039,6520791.0,500908.0,0,0,0,0,336,200,0.4740051993630318,0.3950043328025265,0.0,0.0,0.0,0.0,0.0,0,12,10,0,10,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,2619471.666666667,3668670.961177949,6855688.0,501298.0,UNKNOWN,Neris,INFECTED,1.0,MALICIOUS
159106,147.32.84.160-195.113.232.91-1078-80-6,147.32.84.160,1078,195.113.232.91,80,TCP,15/08/2011 10:14:37 PM,83439446,92,26,18484.0,64427.0,1460.0,0.0,200.91304347826085,493.7036894887573,7300.0,0.0,2477.961538461539,2322.9737748114035,993.6667125042992,1.4141992265864276,713157.6581196582,5912038.298912355,59950566.0,1.0,83439446.0,916916.9890109892,6697813.270198969,59950566.0,2.0,23289067.0,931562.6800000002,4560635.686634876,22821914.0,358.0,0,0,0,0,1856,528,1.1025960071690792,0.3116032194173485,0.0,7300.0,696.7310924369748,1492.0139256034306,2226105.55419456,0,3,2,18,116,0,0,0,0.0,702.6355932203389,200.91304347826087,2477.9615384615386,0,0,0,41455,21,178916,0,156,0,545,64240,26280,24,20,344521.0,184550.6272490018,475018.0,214024.0,UNKNOWN,Virut,INFECTED,0.9425882,MALICIOUS
160334,147.32.84.180-46.4.36.120-2545-443-6,147.32.84.180,2545,46.4.36.120,443,TCP,11/08/2011 02:35:56 PM,30022241,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2664691153468523,4288891.571428571,4190460.5359950135,12006956.0,33282.0,29988959.0,5997791.8,3709937.652644677,12040324.0,2909048.0,20970431.0,20970431.0,0.0,20970431.0,20970431.0,0,0,0,0,168,40,0.1998518365101392,0.066617278836713,0.0,0.0,0.0,0.0,0.0,0,6,2,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,1980017.0,1686429.263575262,2997635.0,33368.0,UNKNOWN,Neris,INFECTED,0.9996489,MALICIOUS
160487,174.128.246.102-147.32.84.180-80-2532-6,174.128.246.102,80,147.32.84.180,2532,TCP,11/08/2011 11:40:26 AM,278934869,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215103978269565,55786973.8,119520979.2198943,269549349.0,162583.0,373076.0,373076.0,0.0,373076.0,373076.0,278724376.0,92908125.33333334,153123863.0014764,269711932.0,3013613.0,0,0,0,0,48,104,0.0071701326089855,0.014340265217971,0.0,0.0,0.0,0.0,0.0,0,4,1,0,2,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,64240,0,20,1693344.5,1867141.6186739823,3013613.0,373076.0,UNKNOWN,Neris,INFECTED,0.9115474,MALICIOUS
160584,147.32.84.180-173.192.170.88-4658-80-6,147.32.84.180,4658,173.192.170.88,80,TCP,11/08/2011 02:24:50 PM,75270220,15,7,1122.0,261.0,187.0,0.0,74.80000000000001,94.82630738053956,261.0,0.0,37.285714285714285,98.6487274554083,18.373800421999565,0.2922802670166236,3584296.1904761903,6714304.191236644,23979951.0,137.0,75270220.0,5376444.285714285,7721498.985113512,23979951.0,137.0,75067899.0,12511316.5,13077381.7725393,35426713.0,201394.0,0,0,0,0,332,172,0.1992820002386069,0.0929982667780165,0.0,261.0,60.13043478260869,94.09246146396546,8853.391304347826,0,8,2,7,17,0,0,0,0.0,62.86363636363637,74.8,37.285714285714285,0,0,0,0,0,0,0,51,0,11,64240,6432,6,20,2284088.5,1956561.6867942088,4114252.0,401909.0,UNKNOWN,Neris,INFECTED,0.99999547,MALICIOUS
164857,147.32.84.180-173.192.170.88-4278-80-6,147.32.84.180,4278,173.192.170.88,80,TCP,11/08/2011 12:14:05 PM,17950536,8,3,1176.0,0.0,392.0,0.0,147.0,202.87927444665212,0.0,0.0,0.0,0.0,65.51336405776406,0.6127950719688816,1795053.6,3071528.308735868,8545843.0,136.0,17950536.0,2564362.285714285,3442401.6016916498,8545843.0,6388.0,9201583.0,4600791.5,2261229.198391994,6199722.0,3001861.0,0,0,0,0,168,84,0.4456691432500957,0.1671259287187859,0.0,392.0,98.0,177.28867061172502,31431.272727272728,0,4,1,3,10,0,0,0,0.0,106.9090909090909,147.0,0.0,0,0,0,0,0,0,0,106,0,0,64240,5840,3,20,1741611.5,2078545.3330453248,3211365.0,271858.0,UNKNOWN,Neris,INFECTED,0.9960855,MALICIOUS
168471,147.32.84.160-173.192.170.88-18698-80-6,147.32.84.160,18698,173.192.170.88,80,TCP,16/08/2011 08:12:19 AM,42429970,12,3,374.0,261.0,187.0,0.0,31.16666666666667,72.7896512791024,261.0,0.0,87.0,150.68842025849233,14.965836648010828,0.3535237003467125,3030712.1428571427,8807264.809764212,33044756.0,7.0,42429970.0,3857270.0,9933292.43302449,33247363.0,7.0,33246281.0,16623140.5,23223671.356176235,33044756.0,201525.0,0,0,0,0,288,68,0.28281896027737,0.0707047400693425,0.0,261.0,39.68749999999999,86.7400090308196,7523.829166666667,0,7,2,3,9,0,0,0,0.0,42.333333333333336,31.166666666666668,87.0,0,0,0,0,0,0,0,24,0,17,64240,6432,2,20,1687612.5,1817833.6486082824,2973015.0,402210.0,UNKNOWN,Virut,INFECTED,0.9999889,MALICIOUS
170358,147.32.84.180-46.4.36.120-1299-443-6,147.32.84.180,1299,46.4.36.120,443,TCP,11/08/2011 02:05:05 PM,28022845,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564440905268541,1218384.5652173914,2924645.3296110625,11611768.0,27334.0,27995382.0,2545034.727272727,3906272.342206137,11639136.0,501117.0,27995282.0,2545025.636363636,3906298.6760660345,11639211.0,500915.0,0,0,0,0,336,240,0.428222045263427,0.428222045263427,0.0,0.0,0.0,0.0,0.0,0,12,12,0,12,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,3488671.0,3474714.23746932,5945665.0,1031677.0,UNKNOWN,Neris,INFECTED,1.0,MALICIOUS
173277,147.32.84.180-46.4.36.120-1292-443-6,147.32.84.180,1292,46.4.36.120,443,TCP,11/08/2011 01:17:04 PM,62544959,21,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6715169483123332,1525486.8048780488,4157792.472247204,18332613.0,27376.0,62517446.0,3125872.3000000007,5595590.842419847,18360329.0,500811.0,62517491.0,3125874.55,5595496.503519899,18359989.0,500795.0,0,0,0,0,588,420,0.3357584741561666,0.3357584741561666,0.0,0.0,0.0,0.0,0.0,0,21,21,0,21,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,2285413.25,2508569.19215282,6048267.0,1030638.0,UNKNOWN,Neris,INFECTED,1.0,MALICIOUS
175386,147.32.84.180-46.4.36.120-4896-443-6,147.32.84.180,4896,46.4.36.120,443,TCP,11/08/2011 02:01:31 PM,45492105,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3956730514008969,2676006.1764705875,6736715.996329872,22604486.0,27372.0,45464671.0,5683083.875,9196049.633653518,22631899.0,447253.0,45464733.0,5683091.625,9196030.853780512,22631886.0,447242.0,0,0,0,0,252,180,0.1978365257004484,0.1978365257004484,0.0,0.0,0.0,0.0,0.0,0,9,9,0,9,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,1003710.5,38406.504820147326,1030868.0,976553.0,UNKNOWN,Neris,INFECTED,0.99999785,MALICIOUS
175650,147.32.84.180-212.117.171.138-2707-65500-6,147.32.84.180,2707,212.117.171.138,65500,TCP,11/08/2011 12:23:31 PM,166729467,95,107,819.0,166078.0,422.0,0.0,8.621052631578952,48.38128241625972,4380.0,0.0,1552.1308411214957,987.243131952318,1001.0048193820472,1.2115434879906382,829499.8358208966,9812070.892791796,137440236.0,14.0,166729467.0,1773717.7340425532,14345964.060398549,137582593.0,209.0,166641246.0,1572087.226415096,13498999.858644295,137440358.0,14.0,0,0,0,0,1908,2148,0.5697853037579734,0.6417581842326647,0.0,4380.0,822.1527093596059,1053.2830575570288,1109405.1993366831,0,2,21,31,181,0,0,0,1.0,826.2227722772277,8.621052631578948,1552.1308411214952,0,0,0,55632,36,50603,0,4,0,822,64240,7504,11,20,3165604.0,4445030.204244061,6308715.0,22493.0,UNKNOWN,Neris,INFECTED,0.98319215,MALICIOUS
178845,147.32.84.180-46.4.36.120-1635-443-6,147.32.84.180,1635,46.4.36.120,443,TCP,11/08/2011 02:08:14 PM,17885928,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0063777512690424,1052113.4117647058,2472231.102003236,9101258.0,27427.0,17858440.0,2232305.0000000005,3332039.7740708315,9128988.0,500486.0,17858384.0,2232298.0,3331981.928264575,9128821.0,500602.0,0,0,0,0,252,180,0.5031888756345212,0.5031888756345212,0.0,0.0,0.0,0.0,0.0,0,9,9,0,9,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,1030006.5,430.62802974260745,1030311.0,1029702.0,UNKNOWN,Neris,INFECTED,0.9999982,MALICIOUS
180764,193.23.181.44-147.32.84.180-179-1403-6,193.23.181.44,179,147.32.84.180,1403,TCP,11/08/2011 11:39:42 AM,143660925,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556866802855404,20522989.285714287,50095831.43371863,134018583.0,3374.0,754191.0,251397.0,423445.0581232469,740332.0,3374.0,142972298.0,47657432.66666667,74864314.18643068,134084147.0,2868377.0,0,0,0,0,80,104,0.0278433401427702,0.0278433401427702,0.0,0.0,0.0,0.0,0.0,1,3,3,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5840,64240,0,20,1811284.0,1494955.2572896625,2868377.0,754191.0,UNKNOWN,Neris,INFECTED,0.9219213,MALICIOUS
184894,147.32.84.160-173.192.170.88-22712-80-6,147.32.84.160,22712,173.192.170.88,80,TCP,16/08/2011 10:23:17 AM,38639913,18,5,1122.0,261.0,187.0,0.0,62.333333333333336,90.70832376358854,261.0,0.0,52.2,116.72274842548904,35.79200605342978,0.5952394354511098,1756359.681818182,4050202.9922488295,17307624.0,8.0,38639913.0,2272936.0588235296,4552085.5372478645,17510221.0,8.0,35434291.0,8858572.75,6071546.502138665,17307624.0,3287779.0,0,0,0,0,392,124,0.4658395581791294,0.1293998772719804,0.0,261.0,57.62500000000001,92.8391842404638,8619.114130434782,0,7,2,7,19,0,0,0,0.0,60.130434782608695,62.333333333333336,52.2,0,0,0,0,0,0,0,48,0,11,64240,6432,6,20,6346577.5,8691209.960803185,12492191.0,200964.0,UNKNOWN,Virut,INFECTED,0.99998796,MALICIOUS
185023,147.32.84.180-46.4.36.120-1430-443-6,147.32.84.180,1430,46.4.36.120,443,TCP,11/08/2011 01:19:34 PM,61313706,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2935722071668608,3606688.588235294,10604705.389219154,41814906.0,27413.0,61286282.0,7660785.25,14901456.69149518,41842655.0,478738.0,61286293.0,7660786.625,14901412.634851668,41842537.0,478848.0,0,0,0,0,252,180,0.1467861035834304,0.1467861035834304,0.0,0.0,0.0,0.0,0.0,0,9,9,0,9,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,1007988.5,102.5304832720494,1008061.0,1007916.0,UNKNOWN,Neris,INFECTED,0.99999785,MALICIOUS
188470,147.32.84.180-46.4.36.120-3434-443-6,147.32.84.180,3434,46.4.36.120,443,TCP,11/08/2011 01:46:19 PM,22003515,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8180511159239785,1294324.4117647058,3097212.7615525355,10407457.0,27408.0,21975637.0,2746954.625,4188305.6570752175,10434959.0,500911.0,21976050.0,2747006.25,4188288.603077967,10435006.0,500832.0,0,0,0,0,252,180,0.4090255579619892,0.4090255579619892,0.0,0.0,0.0,0.0,0.0,0,9,9,0,9,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,1030899.5,228.39549032325485,1031061.0,1030738.0,UNKNOWN,Neris,INFECTED,0.9999982,MALICIOUS
193315,147.32.84.160-98.126.71.122-11236-80-6,147.32.84.160,11236,98.126.71.122,80,TCP,16/08/2011 03:56:08 AM,20090283,16,3,598.0,3203.0,299.0,0.0,37.37499999999999,102.12794263406398,2920.0,0.0,1067.6666666666667,1610.3963280302564,189.19594114229253,0.9457308291774684,1116126.8333333335,2425747.107056377,8659480.0,8.0,20090283.0,1339352.2,2634481.684565762,8752961.0,8.0,9077050.0,4538525.0,5828248.447970625,8659719.0,417331.0,0,0,0,0,368,68,0.7964049087810261,0.1493259203964424,0.0,2920.0,190.05,651.4320641559842,424363.7342105263,0,7,2,3,13,0,0,0,0.0,200.05263157894737,37.375,1067.6666666666667,0,0,0,0,0,0,0,31,0,168,64240,65236,2,20,1793945.5,1474004.390469886,2836224.0,751667.0,UNKNOWN,Virut,INFECTED,0.9969375,MALICIOUS
199854,147.32.84.160-173.192.170.88-19480-80-6,147.32.84.160,19480,173.192.170.88,80,TCP,16/08/2011 08:37:50 AM,50551892,18,5,1122.0,261.0,187.0,0.0,62.333333333333336,90.70832376358854,261.0,0.0,52.2,116.72274842548904,27.3580264809871,0.4549780253526416,2297813.272727273,6353102.540012797,29259938.0,8.0,50551892.0,2973640.705882353,7181949.931718072,29462360.0,8.0,47486225.0,11871556.25,11670816.038899632,29259938.0,4458729.0,0,0,0,0,392,124,0.3560697589716325,0.098908266381009,0.0,261.0,57.62500000000001,92.8391842404638,8619.114130434782,0,7,2,7,19,0,0,0,0.0,60.130434782608695,62.333333333333336,52.2,0,0,0,0,0,0,0,48,0,11,64240,6432,6,20,6861559.5,9420222.910070892,13522663.0,200456.0,UNKNOWN,Virut,INFECTED,0.99998057,MALICIOUS
200963,147.32.84.180-173.192.170.88-2975-80-6,147.32.84.180,2975,173.192.170.88,80,TCP,11/08/2011 12:08:47 PM,61862226,9,5,748.0,261.0,187.0,0.0,83.11111111111111,98.55765374191448,261.0,0.0,52.2,116.72274842548904,16.3104379722773,0.2263093474845215,4758632.769230769,11199753.887876889,40587925.0,191.0,61862226.0,7732778.25,13823657.619871983,40790277.0,287.0,61659948.0,15414987.0,17041820.543825805,40587925.0,4014454.0,0,0,0,0,188,124,0.1454845805257638,0.0808247669587576,0.0,261.0,67.26666666666667,100.04460909776104,10008.92380952381,0,4,1,5,13,0,0,0,0.0,72.07142857142857,83.11111111111111,52.2,0,0,0,0,0,0,0,53,0,18,64240,6432,4,20,5208414.0,7081912.001461752,10216082.0,200746.0,UNKNOWN,Neris,INFECTED,0.99579716,MALICIOUS
205321,147.32.84.180-46.4.36.120-2252-443-6,147.32.84.180,2252,46.4.36.120,443,TCP,11/08/2011 02:33:18 PM,35349294,9,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396047513707063,2719176.461538461,4297281.466418888,14848208.0,33283.0,35315880.0,4414484.999999999,4813234.894939992,14848208.0,501502.0,35316011.0,8829002.75,10212430.343063606,21369371.0,501518.0,0,0,0,0,252,100,0.2546019730973976,0.1414455406096653,0.0,0.0,0.0,0.0,0.0,0,9,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,4214252.0,5250298.963008488,7926774.0,501730.0,UNKNOWN,Neris,INFECTED,0.9999988,MALICIOUS
206505,193.23.181.44-147.32.84.180-179-4232-6,193.23.181.44,179,147.32.84.180,4232,TCP,11/08/2011 11:41:24 AM,151102890,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0529440568608581,21586127.14285714,53162445.44550273,142035360.0,19.0,60591.0,20197.0,34812.49091920887,60395.0,87.0,151102784.0,50367594.66666667,79453439.44888404,142095845.0,2988508.0,0,0,0,0,80,104,0.026472028430429,0.026472028430429,0.0,0.0,0.0,0.0,0.0,1,3,3,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5840,64240,0,20,1524549.5,2070349.9654513728,2988508.0,60591.0,UNKNOWN,Neris,INFECTED,0.92605937,MALICIOUS
208287,147.32.84.180-46.4.36.120-1149-443-6,147.32.84.180,1149,46.4.36.120,443,TCP,11/08/2011 02:03:57 PM,41173255,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.874353995087345,1176378.7142857146,3075947.7382372785,15527275.0,27332.0,41145795.0,2420340.882352941,4128927.478408586,15554694.0,470168.0,41145833.0,2420343.117647059,4128939.910285597,15554775.0,470337.0,0,0,0,0,504,360,0.4371769975436725,0.4371769975436725,0.0,0.0,0.0,0.0,0.0,0,18,18,0,18,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,7302089.5,5747303.813407857,11366047.0,3238132.0,UNKNOWN,Neris,INFECTED,1.0,MALICIOUS
208465,147.32.84.180-46.4.36.120-3323-443-6,147.32.84.180,3323,46.4.36.120,443,TCP,11/08/2011 01:43:29 PM,22908649,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857294421857876,1347567.5882352944,3484886.8727176613,13616881.0,27450.0,22881109.0,2860138.6250000005,4795578.054977669,13644338.0,501244.0,22881083.0,2860135.375,4795597.213166944,13644391.0,501280.0,0,0,0,0,252,180,0.3928647210928938,0.3928647210928938,0.0,0.0,0.0,0.0,0.0,0,9,9,0,9,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,1032000.0,1937.47258045114,1033370.0,1030630.0,UNKNOWN,Neris,INFECTED,0.9999981,MALICIOUS
209089,147.32.84.180-173.192.170.88-4385-80-6,147.32.84.180,4385,173.192.170.88,80,TCP,11/08/2011 01:07:02 PM,36647863,6,3,187.0,261.0,187.0,0.0,31.166666666666664,76.34243031674238,261.0,0.0,87.0,150.68842025849233,12.224450849971795,0.2455804858253263,4580982.875,9407876.472620156,27244094.0,228.0,36647863.0,7329572.6,11509716.512293246,27447190.0,266.0,27445610.0,13722805.0,19121990.284566145,27244094.0,201516.0,0,0,0,0,144,68,0.1637203238835508,0.0818601619417754,0.0,261.0,44.8,96.04374003546508,9224.4,0,4,1,2,6,0,0,0,0.0,49.77777777777778,31.166666666666668,87.0,0,0,0,0,0,0,0,20,0,29,64240,6432,1,20,1690750.5,1822258.722844948,2979282.0,402219.0,UNKNOWN,Neris,INFECTED,0.99548966,MALICIOUS
209162,147.32.84.180-46.4.36.120-4966-443-6,147.32.84.180,4966,46.4.36.120,443,TCP,11/08/2011 02:02:31 PM,24313721,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987096956488067,1057118.3043478262,2062715.5234130612,7861035.0,27366.0,24286319.0,2207847.1818181816,2588487.1999718994,7888454.0,441700.0,24286179.0,2207834.4545454546,2588534.225134037,7888619.0,441653.0,0,0,0,0,336,240,0.4935484782440335,0.4935484782440335,0.0,0.0,0.0,0.0,0.0,0,12,12,0,12,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,28,1031279.0,113.1370849898476,1031359.0,1031199.0,UNKNOWN,Neris,INFECTED,1.0,MALICIOUS
209378,82.96.64.4-147.32.84.170-6667-1082-6,82.96.64.4,6667,147.32.84.170,1082,TCP,15/08/2011 02:13:38 PM,312000515,6,6,90.0,180.0,30.0,0.0,15.0,16.431676725154983,30.0,30.0,30.0,0.0,0.8653831869476241,0.0384614749754499,28363683.181818184,63094603.50707008,155984288.0,10.0,312000515.0,62400103.0,85425273.5388126,155984288.0,14242.0,311986263.0,62397252.6,85440942.87579784,155998565.0,10.0,1,0,0,0,120,120,0.0192307374877249,0.0192307374877249,0.0,30.0,23.07692307692308,13.155870289605438,173.0769230769231,0,0,0,9,12,0,0,0,1.0,25.0,15.0,30.0,0,0,0,0,0,0,0,7,0,15,6432,63673,2,20,14335.0,41.01219330881976,14364.0,14306.0,UNKNOWN,RBot,INFECTED,0.97220606,MALICIOUS
209804,147.32.84.160-173.192.170.88-18991-80-6,147.32.84.160,18991,173.192.170.88,80,TCP,16/08/2011 08:22:30 AM,52305779,12,3,374.0,261.0,187.0,0.0,31.16666666666667,72.7896512791024,261.0,0.0,87.0,150.68842025849233,12.140149944043468,0.2867751955285858,3736127.071428571,11402220.055440731,42900094.0,8.0,52305779.0,4755070.818181818,12861736.792163389,43102896.0,8.0,43101592.0,21550796.0,30192466.778744794,42900094.0,201498.0,0,0,0,0,288,68,0.2294201564228686,0.0573550391057171,0.0,261.0,39.68749999999999,86.7400090308196,7523.829166666667,0,7,2,3,9,0,0,0,0.0,42.333333333333336,31.166666666666668,87.0,0,0,0,0,0,0,0,24,0,17,64240,6432,2,20,1697769.5,1832507.5285314652,2993548.0,401991.0,UNKNOWN,Virut,INFECTED,0.99998856,MALICIOUS
