,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Fwd Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min
281202,8965924,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793184.8,2681897.456902706,6008433.0,9.0,8965924.0,1793184.8,2681897.456902706,6008433.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281232,8962517,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1792503.4,2681745.7205050783,6009199.0,9.0,8962517.0,1792503.4,2681745.7205050783,6009199.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281260,8966961,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793392.2,2682165.316132136,6008982.0,9.0,8966961.0,1793392.2,2682165.316132136,6008982.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281323,8912372,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782474.4,2676145.682332018,6008295.0,10.0,8912372.0,1782474.4,2676145.682332018,6008295.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281335,9014225,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802845.0,2687580.139442915,6009719.0,10.0,9014225.0,1802845.0,2687580.139442915,6009719.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281361,8965560,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793112.0,2681933.925545613,6008702.0,9.0,8965560.0,1793112.0,2681933.925545613,6008702.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281446,9012196,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802439.2,2687082.4714803044,6008737.0,5.0,9012196.0,1802439.2,2687082.4714803044,6008737.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281468,8967029,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793405.8,2682194.2148371176,6009047.0,5.0,8967029.0,1793405.8,2682194.2148371176,6009047.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281481,155555875,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31111175.0,59741611.6178026,137940520.0,2556798.0,155555875.0,31111175.0,59741611.6178026,137940520.0,2556798.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281510,3004456,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001485.3333333333,1734545.538455631,3004366.0,9.0,3004456.0,1001485.3333333333,1734545.538455631,3004366.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,112,0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281584,8966261,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793252.2,2682160.1673234766,6009229.0,9.0,8966261.0,1793252.2,2682160.1673234766,6009229.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281661,9012739,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802547.8,2687124.70677092,6008686.0,10.0,9012739.0,1802547.8,2687124.70677092,6008686.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281697,8966686,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793337.2,2681993.8429738614,6008483.0,10.0,8966686.0,1793337.2,2681993.8429738614,6008483.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281711,8965427,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793085.4,2681896.126034023,6008615.0,6.0,8965427.0,1793085.4,2681896.126034023,6008615.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281723,8913183,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782636.6,2648101.916488827,5908576.0,10.0,8913183.0,1782636.6,2648101.916488827,5908576.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281731,8949855,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1789971.0,2679975.1938742828,6007779.0,9.0,8949855.0,1789971.0,2679975.1938742828,6007779.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281800,8971690,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1794338.0,2682406.344264325,6008014.0,6.0,8971690.0,1794338.0,2682406.344264325,6008014.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281820,283021994,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56604398.8,116622750.72927228,265207992.0,2904116.0,283021994.0,56604398.8,116622750.72927228,265207992.0,2904116.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281830,9013052,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802610.4,2687177.027386417,6008746.0,9.0,9013052.0,1802610.4,2687177.027386417,6008746.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281835,9012787,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802557.4,2687145.4469311484,6008738.0,9.0,9012787.0,1802557.4,2687145.4469311484,6008738.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281850,59031639,38,8,1168,31759,584.0,0.0,30.736842105263158,132.15586297810592,8760.0,0.0,3969.875,3284.646118686152,1311814.2,8798977.268242892,59025474.0,1.0,59031639.0,1595449.7027027027,9703700.005397882,59025474.0,1.0,5396.0,770.8571428571429,454.01594266113193,1163.0,31.0,0,0,0,0,776,168,0.0,8760.0,700.5744680851061,1973.8279818521792,3895996.901942647,0,3,2,3,44,0,0,0,0.0,715.804347826087,30.73684210526316,3969.875,0,0,0,32927,8,6574880,0,25,0,690,64240,7008,2,20
281856,19145432,44,10,1116,38274,558.0,0.0,25.363636363636356,117.57453665734884,7300.0,0.0,3827.4,2863.2252288479,361234.56603773584,2628754.6504107118,19137770.0,3.0,19145432.0,445242.6046511628,2918454.7695641965,19137770.0,3.0,6382.0,709.1111111111111,545.4700826911694,1424.0,63.0,0,0,0,0,896,208,0.0,7300.0,716.1818181818184,1888.9775903118427,3568236.336700336,0,3,2,3,52,0,0,0,0.0,729.4444444444445,25.363636363636363,3827.4,0,0,0,39390,10,6672878,0,20,0,708,64240,6696,2,20
281930,9012322,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802464.4,2687073.625028034,6008655.0,5.0,9012322.0,1802464.4,2687073.625028034,6008655.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281931,8912581,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782516.2,2647866.616793074,5907970.0,10.0,8912581.0,1782516.2,2647866.616793074,5907970.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281933,8948016,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1789603.2,2679992.9721942744,6008535.0,10.0,8948016.0,1789603.2,2679992.9721942744,6008535.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281938,9013656,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802731.2,2687391.3010279504,6009270.0,9.0,9013656.0,1802731.2,2687391.3010279504,6009270.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
281943,9012849,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802569.8,2687095.075152013,6008530.0,6.0,9012849.0,1802569.8,2687095.075152013,6008530.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282007,8966510,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793302.0,2682064.614166296,6008801.0,10.0,8966510.0,1793302.0,2682064.614166296,6008801.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282049,8901495,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1780299.0,2674989.2636040617,6008223.0,10.0,8901495.0,1780299.0,2674989.2636040617,6008223.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282060,8961044,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1792208.8,2681306.866284182,6008219.0,10.0,8961044.0,1792208.8,2681306.866284182,6008219.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282079,8966827,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793365.4,2682050.389639669,6008629.0,10.0,8966827.0,1793365.4,2682050.389639669,6008629.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282095,9013113,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802622.6,2687296.5036115386,6009150.0,10.0,9013113.0,1802622.6,2687296.5036115386,6009150.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282129,9013000,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802600.0,2686414.008688813,6006023.0,6.0,9013000.0,1802600.0,2686414.008688813,6006023.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282133,9012943,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802588.6,2687114.2495785886,6008562.0,9.0,9012943.0,1802588.6,2687114.2495785886,6008562.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282173,9012817,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802563.4,2687237.9815943544,6009052.0,6.0,9012817.0,1802563.4,2687237.9815943544,6009052.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282176,8912933,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782586.6,2648058.2634982374,5908523.0,10.0,8912933.0,1782586.6,2648058.2634982374,5908523.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282234,8912155,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782431.0,2647894.111320447,5908234.0,5.0,8912155.0,1782431.0,2647894.111320447,5908234.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282236,8966876,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793375.2,2682079.2068325835,6008700.0,6.0,8966876.0,1793375.2,2682079.2068325835,6008700.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282256,9013000,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802600.0,2687000.733553212,6008134.0,9.0,9013000.0,1802600.0,2687000.733553212,6008134.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282275,9012380,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802476.0,2686559.5293795373,6006803.0,7.0,9012380.0,1802476.0,2686559.5293795373,6006803.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282357,9012325,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802465.0,2686904.284006689,6008061.0,9.0,9012325.0,1802465.0,2686904.284006689,6008061.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282392,8966206,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793241.2,2681925.816490214,6008428.0,10.0,8966206.0,1793241.2,2681925.816490214,6008428.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282396,283966131,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56793226.2,117078177.00404765,266211067.0,2837586.0,283966131.0,56793226.2,117078177.00404765,266211067.0,2837586.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282402,9013346,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802669.2,2687261.886100553,6008934.0,10.0,9013346.0,1802669.2,2687261.886100553,6008934.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282405,9012244,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802448.8,2686960.912851301,6008293.0,8.0,9012244.0,1802448.8,2686960.912851301,6008293.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282472,8965954,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793190.8,2681978.6357981493,6008706.0,6.0,8965954.0,1793190.8,2681978.6357981493,6008706.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282474,9013018,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802603.6,2687060.0324353194,6008342.0,10.0,9013018.0,1802603.6,2687060.0324353194,6008342.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282476,8912183,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782436.6,2676261.895080207,6008763.0,9.0,8912183.0,1782436.6,2676261.895080207,6008763.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282494,9012609,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802521.8,2687078.02794424,6008571.0,10.0,9012609.0,1802521.8,2687078.02794424,6008571.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282506,8913770,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782754.0,2648324.82794917,5909140.0,8.0,8913770.0,1782754.0,2648324.82794917,5909140.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282559,9012677,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802535.4,2687073.889051118,6008523.0,7.0,9012677.0,1802535.4,2687073.889051118,6008523.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282574,136649086,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27329817.2,51038402.46536983,118590381.0,3008477.0,136649086.0,27329817.2,51038402.46536983,118590381.0,3008477.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282576,9013015,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802603.0,2687202.241487604,6008846.0,6.0,9013015.0,1802603.0,2687202.241487604,6008846.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282588,9013157,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802631.4,2687232.651057273,6008902.0,9.0,9013157.0,1802631.4,2687232.651057273,6008902.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282660,8912529,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782505.8,2647797.345114652,5907734.0,6.0,8912529.0,1782505.8,2647797.345114652,5907734.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282707,8915103,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1783020.6,2647363.293303509,5907970.0,10.0,8915103.0,1783020.6,2647363.293303509,5907970.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282747,8966171,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793234.2,2682167.4756231573,6009289.0,9.0,8966171.0,1793234.2,2682167.4756231573,6009289.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282752,137841108,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27568221.6,51578360.27053294,119795449.0,3008672.0,137841108.0,27568221.6,51578360.27053294,119795449.0,3008672.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282797,8966282,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793256.4,2682030.1737859515,6008764.0,9.0,8966282.0,1793256.4,2682030.1737859515,6008764.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282801,282233979,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56446795.8,116345237.7454946,264553210.0,2755958.0,282233979.0,56446795.8,116345237.7454946,264553210.0,2755958.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
282824,9013407,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802681.4,2687306.720726962,6009066.0,9.0,9013407.0,1802681.4,2687306.720726962,6009066.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,168,0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,28
